obfuscated,deobfuscated,mc_class
field_149318_b,displayName,net/minecraft/network/play/server/S3EPacketTeams
field_149319_c,prefix,net/minecraft/network/play/server/S3EPacketTeams
field_149316_d,suffix,net/minecraft/network/play/server/S3EPacketTeams
field_179816_e,nameTagVisibility,net/minecraft/network/play/server/S3EPacketTeams
field_179815_f,color,net/minecraft/network/play/server/S3EPacketTeams
field_149317_e,players,net/minecraft/network/play/server/S3EPacketTeams
field_149314_f,action,net/minecraft/network/play/server/S3EPacketTeams
field_149315_g,friendlyFlags,net/minecraft/network/play/server/S3EPacketTeams
CHANGE,CHANGE,net/minecraft/network/play/server/S3CPacketUpdateScore$Action
REMOVE,REMOVE,net/minecraft/network/play/server/S3CPacketUpdateScore$Action
$VALUES,$VALUES,net/minecraft/network/play/server/S3CPacketUpdateScore$Action
field_149329_a,name,net/minecraft/network/play/server/S3CPacketUpdateScore
field_149327_b,objective,net/minecraft/network/play/server/S3CPacketUpdateScore
field_149328_c,value,net/minecraft/network/play/server/S3CPacketUpdateScore
field_149326_d,action,net/minecraft/network/play/server/S3CPacketUpdateScore
field_179801_a,spawnBlockPos,net/minecraft/network/play/server/S05PacketSpawnPosition
field_149369_a,totalWorldTime,net/minecraft/network/play/server/S03PacketTimeUpdate
field_149368_b,worldTime,net/minecraft/network/play/server/S03PacketTimeUpdate
TITLE,TITLE,net/minecraft/network/play/server/S45PacketTitle$Type
SUBTITLE,SUBTITLE,net/minecraft/network/play/server/S45PacketTitle$Type
TIMES,TIMES,net/minecraft/network/play/server/S45PacketTitle$Type
CLEAR,CLEAR,net/minecraft/network/play/server/S45PacketTitle$Type
RESET,RESET,net/minecraft/network/play/server/S45PacketTitle$Type
$VALUES,$VALUES,net/minecraft/network/play/server/S45PacketTitle$Type
field_179812_a,type,net/minecraft/network/play/server/S45PacketTitle
field_179810_b,message,net/minecraft/network/play/server/S45PacketTitle
field_179811_c,fadeInTime,net/minecraft/network/play/server/S45PacketTitle
field_179808_d,displayTime,net/minecraft/network/play/server/S45PacketTitle
field_179809_e,fadeOutTime,net/minecraft/network/play/server/S45PacketTitle
field_179706_a,world,net/minecraft/network/play/server/S33PacketUpdateSign
field_179705_b,blockPos,net/minecraft/network/play/server/S33PacketUpdateSign
field_149349_d,lines,net/minecraft/network/play/server/S33PacketUpdateSign
field_179703_a,header,net/minecraft/network/play/server/S47PacketPlayerListHeaderFooter
field_179702_b,footer,net/minecraft/network/play/server/S47PacketPlayerListHeaderFooter
field_149357_a,collectedItemEntityId,net/minecraft/network/play/server/S0DPacketCollectItem
field_149356_b,entityId,net/minecraft/network/play/server/S0DPacketCollectItem
field_149458_a,entityId,net/minecraft/network/play/server/S18PacketEntityTeleport
field_149456_b,posX,net/minecraft/network/play/server/S18PacketEntityTeleport
field_149457_c,posY,net/minecraft/network/play/server/S18PacketEntityTeleport
field_149454_d,posZ,net/minecraft/network/play/server/S18PacketEntityTeleport
field_149455_e,yaw,net/minecraft/network/play/server/S18PacketEntityTeleport
field_149453_f,pitch,net/minecraft/network/play/server/S18PacketEntityTeleport
field_179698_g,onGround,net/minecraft/network/play/server/S18PacketEntityTeleport
field_179633_a,field_179633_a,net/minecraft/command/CommandBase$CoordinateArg
field_179631_b,field_179631_b,net/minecraft/command/CommandBase$CoordinateArg
field_179632_c,field_179632_c,net/minecraft/command/CommandBase$CoordinateArg
field_71533_a,theAdmin,net/minecraft/command/CommandBase
field_151414_a,field_151414_a,net/minecraft/network/play/server/S20PacketEntityProperties$Snapshot
field_151412_b,field_151412_b,net/minecraft/network/play/server/S20PacketEntityProperties$Snapshot
field_151413_c,field_151413_c,net/minecraft/network/play/server/S20PacketEntityProperties$Snapshot
field_151411_d,field_151411_d,net/minecraft/network/play/server/S20PacketEntityProperties$Snapshot
field_149445_a,entityId,net/minecraft/network/play/server/S20PacketEntityProperties
field_149444_b,field_149444_b,net/minecraft/network/play/server/S20PacketEntityProperties
field_149434_a,entityId,net/minecraft/network/play/server/S1DPacketEntityEffect
field_149432_b,effectId,net/minecraft/network/play/server/S1DPacketEntityEffect
field_149433_c,amplifier,net/minecraft/network/play/server/S1DPacketEntityEffect
field_149431_d,duration,net/minecraft/network/play/server/S1DPacketEntityEffect
field_179708_e,hideParticles,net/minecraft/network/play/server/S1DPacketEntityEffect
field_149420_a,message,net/minecraft/network/play/client/C14PacketTabComplete
field_179710_b,targetBlock,net/minecraft/network/play/client/C14PacketTabComplete
field_149440_a,message,net/minecraft/network/play/client/C01PacketChatMessage
PERFORM_RESPAWN,PERFORM_RESPAWN,net/minecraft/network/play/client/C16PacketClientStatus$EnumState
REQUEST_STATS,REQUEST_STATS,net/minecraft/network/play/client/C16PacketClientStatus$EnumState
OPEN_INVENTORY_ACHIEVEMENT,OPEN_INVENTORY_ACHIEVEMENT,net/minecraft/network/play/client/C16PacketClientStatus$EnumState
$VALUES,$VALUES,net/minecraft/network/play/client/C16PacketClientStatus$EnumState
field_149437_a,status,net/minecraft/network/play/client/C16PacketClientStatus
field_149530_a,lang,net/minecraft/network/play/client/C15PacketClientSettings
field_149528_b,view,net/minecraft/network/play/client/C15PacketClientSettings
field_149529_c,chatVisibility,net/minecraft/network/play/client/C15PacketClientSettings
field_149526_d,enableColors,net/minecraft/network/play/client/C15PacketClientSettings
field_179711_e,modelPartFlags,net/minecraft/network/play/client/C15PacketClientSettings
field_149536_a,windowId,net/minecraft/network/play/client/C0FPacketConfirmTransaction
field_149534_b,uid,net/minecraft/network/play/client/C0FPacketConfirmTransaction
field_149535_c,accepted,net/minecraft/network/play/client/C0FPacketConfirmTransaction
field_149541_a,windowId,net/minecraft/network/play/client/C11PacketEnchantItem
field_149540_b,button,net/minecraft/network/play/client/C11PacketEnchantItem
field_149554_a,windowId,net/minecraft/network/play/client/C0EPacketClickWindow
field_149552_b,slotId,net/minecraft/network/play/client/C0EPacketClickWindow
field_149553_c,usedButton,net/minecraft/network/play/client/C0EPacketClickWindow
field_149550_d,actionNumber,net/minecraft/network/play/client/C0EPacketClickWindow
field_149551_e,clickedItem,net/minecraft/network/play/client/C0EPacketClickWindow
field_149549_f,mode,net/minecraft/network/play/client/C0EPacketClickWindow
field_149556_a,windowId,net/minecraft/network/play/client/C0DPacketCloseWindow
field_149562_a,channel,net/minecraft/network/play/client/C17PacketCustomPayload
field_149561_c,data,net/minecraft/network/play/client/C17PacketCustomPayload
INTERACT,INTERACT,net/minecraft/network/play/client/C02PacketUseEntity$Action
ATTACK,ATTACK,net/minecraft/network/play/client/C02PacketUseEntity$Action
INTERACT_AT,INTERACT_AT,net/minecraft/network/play/client/C02PacketUseEntity$Action
$VALUES,$VALUES,net/minecraft/network/play/client/C02PacketUseEntity$Action
field_149567_a,entityId,net/minecraft/network/play/client/C02PacketUseEntity
field_149566_b,action,net/minecraft/network/play/client/C02PacketUseEntity
field_179713_c,hitVec,net/minecraft/network/play/client/C02PacketUseEntity
field_149461_a,key,net/minecraft/network/play/client/C00PacketKeepAlive
field_149479_a,x,net/minecraft/network/play/client/C03PacketPlayer
field_149477_b,y,net/minecraft/network/play/client/C03PacketPlayer
field_149478_c,z,net/minecraft/network/play/client/C03PacketPlayer
field_149476_e,yaw,net/minecraft/network/play/client/C03PacketPlayer
field_149473_f,pitch,net/minecraft/network/play/client/C03PacketPlayer
field_149474_g,onGround,net/minecraft/network/play/client/C03PacketPlayer
field_149480_h,moving,net/minecraft/network/play/client/C03PacketPlayer
field_149481_i,rotating,net/minecraft/network/play/client/C03PacketPlayer
field_149500_a,invulnerable,net/minecraft/network/play/client/C13PacketPlayerAbilities
field_149498_b,flying,net/minecraft/network/play/client/C13PacketPlayerAbilities
field_149499_c,allowFlying,net/minecraft/network/play/client/C13PacketPlayerAbilities
field_149496_d,creativeMode,net/minecraft/network/play/client/C13PacketPlayerAbilities
field_149497_e,flySpeed,net/minecraft/network/play/client/C13PacketPlayerAbilities
field_149495_f,walkSpeed,net/minecraft/network/play/client/C13PacketPlayerAbilities
START_DESTROY_BLOCK,START_DESTROY_BLOCK,net/minecraft/network/play/client/C07PacketPlayerDigging$Action
ABORT_DESTROY_BLOCK,ABORT_DESTROY_BLOCK,net/minecraft/network/play/client/C07PacketPlayerDigging$Action
STOP_DESTROY_BLOCK,STOP_DESTROY_BLOCK,net/minecraft/network/play/client/C07PacketPlayerDigging$Action
DROP_ALL_ITEMS,DROP_ALL_ITEMS,net/minecraft/network/play/client/C07PacketPlayerDigging$Action
DROP_ITEM,DROP_ITEM,net/minecraft/network/play/client/C07PacketPlayerDigging$Action
RELEASE_USE_ITEM,RELEASE_USE_ITEM,net/minecraft/network/play/client/C07PacketPlayerDigging$Action
$VALUES,$VALUES,net/minecraft/network/play/client/C07PacketPlayerDigging$Action
field_179717_a,position,net/minecraft/network/play/client/C07PacketPlayerDigging
field_179716_b,facing,net/minecraft/network/play/client/C07PacketPlayerDigging
field_149508_e,status,net/minecraft/network/play/client/C07PacketPlayerDigging
START_SNEAKING,START_SNEAKING,net/minecraft/network/play/client/C0BPacketEntityAction$Action
STOP_SNEAKING,STOP_SNEAKING,net/minecraft/network/play/client/C0BPacketEntityAction$Action
STOP_SLEEPING,STOP_SLEEPING,net/minecraft/network/play/client/C0BPacketEntityAction$Action
START_SPRINTING,START_SPRINTING,net/minecraft/network/play/client/C0BPacketEntityAction$Action
STOP_SPRINTING,STOP_SPRINTING,net/minecraft/network/play/client/C0BPacketEntityAction$Action
RIDING_JUMP,RIDING_JUMP,net/minecraft/network/play/client/C0BPacketEntityAction$Action
OPEN_INVENTORY,OPEN_INVENTORY,net/minecraft/network/play/client/C0BPacketEntityAction$Action
$VALUES,$VALUES,net/minecraft/network/play/client/C0BPacketEntityAction$Action
field_149517_a,entityID,net/minecraft/network/play/client/C0BPacketEntityAction
field_149515_b,action,net/minecraft/network/play/client/C0BPacketEntityAction
field_149516_c,auxData,net/minecraft/network/play/client/C0BPacketEntityAction
field_149624_a,strafeSpeed,net/minecraft/network/play/client/C0CPacketInput
field_149622_b,forwardSpeed,net/minecraft/network/play/client/C0CPacketInput
field_149623_c,jumping,net/minecraft/network/play/client/C0CPacketInput
field_149621_d,sneaking,net/minecraft/network/play/client/C0CPacketInput
SUCCESSFULLY_LOADED,SUCCESSFULLY_LOADED,net/minecraft/network/play/client/C19PacketResourcePackStatus$Action
DECLINED,DECLINED,net/minecraft/network/play/client/C19PacketResourcePackStatus$Action
FAILED_DOWNLOAD,FAILED_DOWNLOAD,net/minecraft/network/play/client/C19PacketResourcePackStatus$Action
ACCEPTED,ACCEPTED,net/minecraft/network/play/client/C19PacketResourcePackStatus$Action
$VALUES,$VALUES,net/minecraft/network/play/client/C19PacketResourcePackStatus$Action
field_179720_a,hash,net/minecraft/network/play/client/C19PacketResourcePackStatus
field_179719_b,status,net/minecraft/network/play/client/C19PacketResourcePackStatus
field_149615_a,slotId,net/minecraft/network/play/client/C09PacketHeldItemChange
field_149629_a,slotId,net/minecraft/network/play/client/C10PacketCreativeInventoryAction
field_149628_b,stack,net/minecraft/network/play/client/C10PacketCreativeInventoryAction
field_179723_a,pos,net/minecraft/network/play/client/C12PacketUpdateSign
field_149590_d,lines,net/minecraft/network/play/client/C12PacketUpdateSign
field_179729_a,id,net/minecraft/network/play/client/C18PacketSpectate
field_147175_a,logger,net/minecraft/command/CommandHandler
field_71562_a,commandMap,net/minecraft/command/CommandHandler
field_71561_b,commandSet,net/minecraft/command/CommandHandler
field_179726_a,field_179726_a,net/minecraft/network/play/client/C08PacketPlayerBlockPlacement
field_179725_b,position,net/minecraft/network/play/client/C08PacketPlayerBlockPlacement
field_149579_d,placedBlockDirection,net/minecraft/network/play/client/C08PacketPlayerBlockPlacement
field_149580_e,stack,net/minecraft/network/play/client/C08PacketPlayerBlockPlacement
field_149577_f,facingX,net/minecraft/network/play/client/C08PacketPlayerBlockPlacement
field_149578_g,facingY,net/minecraft/network/play/client/C08PacketPlayerBlockPlacement
field_149584_h,facingZ,net/minecraft/network/play/client/C08PacketPlayerBlockPlacement
field_149600_a,protocolVersion,net/minecraft/network/handshake/client/C00Handshake
field_149598_b,ip,net/minecraft/network/handshake/client/C00Handshake
field_149599_c,port,net/minecraft/network/handshake/client/C00Handshake
field_149597_d,requestedState,net/minecraft/network/handshake/client/C00Handshake
field_149602_a,profile,net/minecraft/network/login/server/S02PacketLoginSuccess
field_149612_a,hashedServerId,net/minecraft/network/login/server/S01PacketEncryptionRequest
field_149610_b,publicKey,net/minecraft/network/login/server/S01PacketEncryptionRequest
field_149611_c,verifyToken,net/minecraft/network/login/server/S01PacketEncryptionRequest
field_179733_a,compressionTreshold,net/minecraft/network/login/server/S03PacketEnableCompression
field_149605_a,reason,net/minecraft/network/login/server/S00PacketDisconnect
field_149305_a,profile,net/minecraft/network/login/client/C00PacketLoginStart
field_149302_a,secretKeyEncrypted,net/minecraft/network/login/client/C01PacketEncryptionResponse
field_149301_b,verifyTokenEncrypted,net/minecraft/network/login/client/C01PacketEncryptionResponse
field_149293_a,clientTime,net/minecraft/network/status/server/S01PacketPong
field_149297_a,GSON,net/minecraft/network/status/server/S00PacketServerInfo
field_149296_b,response,net/minecraft/network/status/server/S00PacketServerInfo
field_151336_a,maxPlayers,net/minecraft/network/ServerStatusResponse$PlayerCountData
field_151334_b,onlinePlayerCount,net/minecraft/network/ServerStatusResponse$PlayerCountData
field_151335_c,players,net/minecraft/network/ServerStatusResponse$PlayerCountData
field_151306_a,name,net/minecraft/network/ServerStatusResponse$MinecraftProtocolVersionIdentifier
field_151305_b,protocol,net/minecraft/network/ServerStatusResponse$MinecraftProtocolVersionIdentifier
field_151326_a,serverMotd,net/minecraft/network/ServerStatusResponse
field_151324_b,playerCount,net/minecraft/network/ServerStatusResponse
field_151325_c,protocolVersion,net/minecraft/network/ServerStatusResponse
field_151323_d,favicon,net/minecraft/network/ServerStatusResponse
field_149290_a,clientTime,net/minecraft/network/status/client/C01PacketPing
field_110626_a,resourceDomain,net/minecraft/util/ResourceLocation
field_110625_b,resourcePath,net/minecraft/util/ResourceLocation
field_150836_b,field_150836_b,net/minecraft/init/Bootstrap$12$1
field_150837_c,field_150837_c,net/minecraft/init/Bootstrap$12$1
field_150843_b,field_150843_b,net/minecraft/init/Bootstrap$12
field_150842_b,field_150842_b,net/minecraft/init/Bootstrap$16
field_150841_b,field_150841_b,net/minecraft/init/Bootstrap$2
field_150840_b,field_150840_b,net/minecraft/init/Bootstrap$3
field_150839_b,field_150839_b,net/minecraft/init/Bootstrap$4
field_150838_b,field_150838_b,net/minecraft/init/Bootstrap$5
field_179240_b,field_179240_b,net/minecraft/init/Bootstrap$7
field_179241_b,field_179241_b,net/minecraft/init/Bootstrap$8
field_179872_a,SYSOUT,net/minecraft/init/Bootstrap
field_151355_a,alreadyRegistered,net/minecraft/init/Bootstrap
field_179871_c,LOGGER,net/minecraft/init/Bootstrap
field_151376_a,field_151376_a,net/minecraft/client/util/JsonException$Entry
field_151375_b,field_151375_b,net/minecraft/client/util/JsonException$Entry
field_151383_a,field_151383_a,net/minecraft/client/util/JsonException
field_151382_b,exceptionMessage,net/minecraft/client/util/JsonException
field_73702_a,command,net/minecraft/command/ServerCommand
field_73701_b,sender,net/minecraft/command/ServerCommand
field_154349_a,LOG,net/minecraft/server/ServerEula
field_154350_b,eulaFile,net/minecraft/server/ServerEula
field_154351_c,acceptedEULA,net/minecraft/server/ServerEula
field_179884_a,LOGGER,net/minecraft/util/LoggingPrintStream
field_179883_b,domain,net/minecraft/util/LoggingPrintStream
field_179886_a,INSTANCE,net/minecraft/network/ThreadQuickExitException
field_96555_a,scoreboardMCServer,net/minecraft/scoreboard/ServerScoreboard
field_96553_b,field_96553_b,net/minecraft/scoreboard/ServerScoreboard
field_96554_c,scoreboardSaveData,net/minecraft/scoreboard/ServerScoreboard
field_164440_a,LOGGER,net/minecraft/server/dedicated/PropertyManager
field_73672_b,serverProperties,net/minecraft/server/dedicated/PropertyManager
field_73673_c,serverPropertiesFile,net/minecraft/server/dedicated/PropertyManager
field_164439_d,LOGGER,net/minecraft/server/dedicated/DedicatedPlayerList
field_72451_a,field_72451_a,net/minecraft/server/dedicated/DedicatedServer$1
field_72428_a,field_72428_a,net/minecraft/server/dedicated/DedicatedServer$2
field_71743_a,field_71743_a,net/minecraft/server/dedicated/DedicatedServer$3
field_85171_a,field_85171_a,net/minecraft/server/dedicated/DedicatedServer$4
field_155771_h,logger,net/minecraft/server/dedicated/DedicatedServer
field_71341_l,pendingCommandList,net/minecraft/server/dedicated/DedicatedServer
field_71342_m,theRConThreadQuery,net/minecraft/server/dedicated/DedicatedServer
field_71339_n,theRConThreadMain,net/minecraft/server/dedicated/DedicatedServer
field_71340_o,settings,net/minecraft/server/dedicated/DedicatedServer
field_154332_n,eula,net/minecraft/server/dedicated/DedicatedServer
field_71338_p,canSpawnStructures,net/minecraft/server/dedicated/DedicatedServer
field_71337_q,gameType,net/minecraft/server/dedicated/DedicatedServer
field_71335_s,guiIsEnabled,net/minecraft/server/dedicated/DedicatedServer
field_180252_a,field_180252_a,net/minecraft/server/dedicated/ServerHangWatchdog$1
field_180251_a,LOGGER,net/minecraft/server/dedicated/ServerHangWatchdog
field_180249_b,server,net/minecraft/server/dedicated/ServerHangWatchdog
field_180250_c,maxTickTime,net/minecraft/server/dedicated/ServerHangWatchdog
field_120023_a,field_120023_a,net/minecraft/server/gui/MinecraftServerGui$1
field_120025_a,field_120025_a,net/minecraft/server/gui/MinecraftServerGui$2
field_120024_b,field_120024_b,net/minecraft/server/gui/MinecraftServerGui$2
field_120032_a,field_120032_a,net/minecraft/server/gui/MinecraftServerGui$3
field_164252_a,field_164252_a,net/minecraft/server/gui/MinecraftServerGui$4
field_164250_b,field_164250_b,net/minecraft/server/gui/MinecraftServerGui$4
field_164251_c,field_164251_c,net/minecraft/server/gui/MinecraftServerGui$4
field_164256_a,field_164256_a,net/minecraft/server/gui/MinecraftServerGui$5
field_164254_b,field_164254_b,net/minecraft/server/gui/MinecraftServerGui$5
field_164255_c,field_164255_c,net/minecraft/server/gui/MinecraftServerGui$5
field_164253_d,field_164253_d,net/minecraft/server/gui/MinecraftServerGui$5
field_164249_a,serverGuiFont,net/minecraft/server/gui/MinecraftServerGui
field_164248_b,LOGGER,net/minecraft/server/gui/MinecraftServerGui
field_120021_b,server,net/minecraft/server/gui/MinecraftServerGui
field_120015_a,server,net/minecraft/server/gui/PlayerListComponent
field_120014_b,ticks,net/minecraft/server/gui/PlayerListComponent
field_120030_a,field_120030_a,net/minecraft/server/gui/StatsComponent$1
field_120040_a,field_120040_a,net/minecraft/server/gui/StatsComponent
field_120038_b,field_120038_b,net/minecraft/server/gui/StatsComponent
field_120039_c,field_120039_c,net/minecraft/server/gui/StatsComponent
field_120036_d,field_120036_d,net/minecraft/server/gui/StatsComponent
field_120037_e,server,net/minecraft/server/gui/StatsComponent
field_73115_a,miningPlayerEntId,net/minecraft/client/renderer/DestroyBlockProgress
field_180247_b,position,net/minecraft/client/renderer/DestroyBlockProgress
field_73112_e,partialBlockProgress,net/minecraft/client/renderer/DestroyBlockProgress
field_82745_f,createdAtCloudUpdateTick,net/minecraft/client/renderer/DestroyBlockProgress
field_73072_L,demoWorldSeed,net/minecraft/world/demo/DemoWorldServer
field_73071_a,demoWorldSettings,net/minecraft/world/demo/DemoWorldServer
field_73105_c,field_73105_c,net/minecraft/world/demo/DemoWorldManager
field_73103_d,demoTimeExpired,net/minecraft/world/demo/DemoWorldManager
field_73104_e,field_73104_e,net/minecraft/world/demo/DemoWorldManager
field_73102_f,field_73102_f,net/minecraft/world/demo/DemoWorldManager
field_177698_a,field_177698_a,net/minecraft/world/WorldServerMulti$1
field_175743_a,delegate,net/minecraft/world/WorldServerMulti
field_96570_a,field_96570_a,net/minecraft/entity/EntityTracker$1
field_96569_b,field_96569_b,net/minecraft/entity/EntityTracker$1
field_151249_a,logger,net/minecraft/entity/EntityTracker
field_72795_a,theWorld,net/minecraft/entity/EntityTracker
field_72793_b,trackedEntities,net/minecraft/entity/EntityTracker
field_72794_c,trackedEntityHashTable,net/minecraft/entity/EntityTracker
field_72792_d,maxTrackingDistanceThreshold,net/minecraft/entity/EntityTracker
field_72783_a,mcServer,net/minecraft/world/WorldManager
field_72782_b,theWorldServer,net/minecraft/world/WorldManager
field_73265_a,field_73265_a,net/minecraft/server/management/PlayerManager$PlayerInstance
field_73263_b,playersWatchingChunk,net/minecraft/server/management/PlayerManager$PlayerInstance
field_73264_c,chunkCoords,net/minecraft/server/management/PlayerManager$PlayerInstance
field_151254_d,locationOfBlockChange,net/minecraft/server/management/PlayerManager$PlayerInstance
field_73262_e,numBlocksToUpdate,net/minecraft/server/management/PlayerManager$PlayerInstance
field_73260_f,flagsYAreasToUpdate,net/minecraft/server/management/PlayerManager$PlayerInstance
field_111198_g,previousWorldTime,net/minecraft/server/management/PlayerManager$PlayerInstance
field_152627_a,pmLogger,net/minecraft/server/management/PlayerManager
field_72701_a,theWorldServer,net/minecraft/server/management/PlayerManager
field_72699_b,players,net/minecraft/server/management/PlayerManager
field_72700_c,playerInstances,net/minecraft/server/management/PlayerManager
field_72697_d,playerInstancesToUpdate,net/minecraft/server/management/PlayerManager
field_111193_e,playerInstanceList,net/minecraft/server/management/PlayerManager
field_72698_e,playerViewRadius,net/minecraft/server/management/PlayerManager
field_111192_g,previousTotalWorldTime,net/minecraft/server/management/PlayerManager
field_72696_f,xzDirectionsConst,net/minecraft/server/management/PlayerManager
field_73250_a,chunkLoadOverride,net/minecraft/world/gen/ChunkProviderServer
field_147417_b,logger,net/minecraft/world/gen/ChunkProviderServer
field_73248_b,droppedChunksSet,net/minecraft/world/gen/ChunkProviderServer
field_73249_c,dummyChunk,net/minecraft/world/gen/ChunkProviderServer
field_73246_d,serverChunkGenerator,net/minecraft/world/gen/ChunkProviderServer
field_73247_e,chunkLoader,net/minecraft/world/gen/ChunkProviderServer
field_73244_f,id2ChunkMap,net/minecraft/world/gen/ChunkProviderServer
field_73245_g,loadedChunks,net/minecraft/world/gen/ChunkProviderServer
field_73251_h,worldObj,net/minecraft/world/gen/ChunkProviderServer
field_180243_a,field_180243_a,net/minecraft/world/WorldServer$1
field_73061_a,mcServer,net/minecraft/world/WorldServer
field_73062_L,theEntityTracker,net/minecraft/world/WorldServer
field_73063_M,thePlayerManager,net/minecraft/world/WorldServer
field_73064_N,pendingTickListEntriesHashSet,net/minecraft/world/WorldServer
field_73065_O,pendingTickListEntriesTreeSet,net/minecraft/world/WorldServer
field_175741_N,entitiesByUuid,net/minecraft/world/WorldServer
field_73068_P,allPlayersSleeping,net/minecraft/world/WorldServer
field_80004_Q,updateEntityTick,net/minecraft/world/WorldServer
field_85177_Q,worldTeleporter,net/minecraft/world/WorldServer
field_175742_R,mobSpawner,net/minecraft/world/WorldServer
field_147490_S,blockEventQueue,net/minecraft/world/WorldServer
field_147489_T,blockEventCacheIndex,net/minecraft/world/WorldServer
field_73069_S,bonusChestContent,net/minecraft/world/WorldServer
field_94579_S,pendingTickListEntriesThisTick,net/minecraft/world/WorldServer
field_147491_a,logger,net/minecraft/world/WorldServer
field_73059_b,theChunkProviderServer,net/minecraft/world/WorldServer
field_73058_d,disableLevelSaving,net/minecraft/world/WorldServer
field_175740_d,villageSiege,net/minecraft/world/WorldServer
field_71135_a,playerNetServerHandler,net/minecraft/entity/player/EntityPlayerMP
field_71133_b,mcServer,net/minecraft/entity/player/EntityPlayerMP
field_147102_bM,logger,net/minecraft/entity/player/EntityPlayerMP
field_71148_cg,translator,net/minecraft/entity/player/EntityPlayerMP
field_71130_g,destroyedItemsNetCache,net/minecraft/entity/player/EntityPlayerMP
field_147103_bO,statsFile,net/minecraft/entity/player/EntityPlayerMP
field_130068_bO,combinedHealth,net/minecraft/entity/player/EntityPlayerMP
field_71149_ch,lastHealth,net/minecraft/entity/player/EntityPlayerMP
field_71146_ci,lastFoodLevel,net/minecraft/entity/player/EntityPlayerMP
field_71147_cj,wasHungry,net/minecraft/entity/player/EntityPlayerMP
field_71144_ck,lastExperience,net/minecraft/entity/player/EntityPlayerMP
field_147101_bU,respawnInvulnerabilityTicks,net/minecraft/entity/player/EntityPlayerMP
field_71143_cn,chatVisibility,net/minecraft/entity/player/EntityPlayerMP
field_71140_co,chatColours,net/minecraft/entity/player/EntityPlayerMP
field_143005_bX,playerLastActiveTime,net/minecraft/entity/player/EntityPlayerMP
field_175401_bS,spectatingEntity,net/minecraft/entity/player/EntityPlayerMP
field_71139_cq,currentWindowId,net/minecraft/entity/player/EntityPlayerMP
field_71134_c,theItemInWorldManager,net/minecraft/entity/player/EntityPlayerMP
field_71131_d,managedPosX,net/minecraft/entity/player/EntityPlayerMP
field_71132_e,managedPosZ,net/minecraft/entity/player/EntityPlayerMP
field_71129_f,loadedChunks,net/minecraft/entity/player/EntityPlayerMP
field_71137_h,isChangingQuantityOnly,net/minecraft/entity/player/EntityPlayerMP
field_71138_i,ping,net/minecraft/entity/player/EntityPlayerMP
field_71136_j,playerConqueredTheEnd,net/minecraft/entity/player/EntityPlayerMP
field_73092_a,theWorld,net/minecraft/server/management/ItemInWorldManager
field_73090_b,thisPlayerMP,net/minecraft/server/management/ItemInWorldManager
field_73091_c,gameType,net/minecraft/server/management/ItemInWorldManager
field_73088_d,isDestroyingBlock,net/minecraft/server/management/ItemInWorldManager
field_73089_e,initialDamage,net/minecraft/server/management/ItemInWorldManager
field_180240_f,field_180240_f,net/minecraft/server/management/ItemInWorldManager
field_73100_i,curblockDamage,net/minecraft/server/management/ItemInWorldManager
field_73097_j,receivedFinishDiggingPacket,net/minecraft/server/management/ItemInWorldManager
field_180241_i,field_180241_i,net/minecraft/server/management/ItemInWorldManager
field_73093_n,initialBlockDamage,net/minecraft/server/management/ItemInWorldManager
field_73094_o,durabilityRemainingOnBlock,net/minecraft/server/management/ItemInWorldManager
field_73132_a,trackedEntity,net/minecraft/entity/EntityTrackerEntry
field_73130_b,trackingDistanceThreshold,net/minecraft/entity/EntityTrackerEntry
field_73131_c,updateFrequency,net/minecraft/entity/EntityTrackerEntry
field_73128_d,encodedPosX,net/minecraft/entity/EntityTrackerEntry
field_73129_e,encodedPosY,net/minecraft/entity/EntityTrackerEntry
field_73126_f,encodedPosZ,net/minecraft/entity/EntityTrackerEntry
field_73127_g,encodedRotationYaw,net/minecraft/entity/EntityTrackerEntry
field_73139_h,encodedRotationPitch,net/minecraft/entity/EntityTrackerEntry
field_73140_i,lastHeadMotion,net/minecraft/entity/EntityTrackerEntry
field_73137_j,lastTrackedEntityMotionX,net/minecraft/entity/EntityTrackerEntry
field_73138_k,lastTrackedEntityMotionY,net/minecraft/entity/EntityTrackerEntry
field_73135_l,motionZ,net/minecraft/entity/EntityTrackerEntry
field_73136_m,updateCounter,net/minecraft/entity/EntityTrackerEntry
field_73133_n,playerEntitiesUpdated,net/minecraft/entity/EntityTrackerEntry
field_73134_o,trackingPlayers,net/minecraft/entity/EntityTrackerEntry
field_151262_p,logger,net/minecraft/entity/EntityTrackerEntry
field_73147_p,lastTrackedEntityPosX,net/minecraft/entity/EntityTrackerEntry
field_73146_q,lastTrackedEntityPosY,net/minecraft/entity/EntityTrackerEntry
field_73145_r,lastTrackedEntityPosZ,net/minecraft/entity/EntityTrackerEntry
field_73144_s,firstUpdateDone,net/minecraft/entity/EntityTrackerEntry
field_73143_t,sendVelocityUpdates,net/minecraft/entity/EntityTrackerEntry
field_73142_u,ticksSinceLastForcedTeleport,net/minecraft/entity/EntityTrackerEntry
field_85178_v,field_85178_v,net/minecraft/entity/EntityTrackerEntry
field_73141_v,ridingEntity,net/minecraft/entity/EntityTrackerEntry
field_180234_y,onGround,net/minecraft/entity/EntityTrackerEntry
field_151258_a,logger,net/minecraft/network/PingResponseHandler
